seed,num_episodes,reward_mean,reward_std,length_mean,length_std,crash_rate
0,50,14.811928749084473,8.146459579467773,16.799999237060547,8.933084487915039,0.800000011920929
1,50,13.862640380859375,7.898728370666504,16.280000686645508,9.267232894897461,0.800000011920929
2,50,15.099486351013184,7.308437347412109,16.899999618530273,7.79807710647583,0.8799999952316284
