seed,num_episodes,reward_mean,reward_std,length_mean,length_std,crash_rate
0,50,20.62975311279297,0.39678293466567993,30.0,0.0,0.0
1,50,20.766206741333008,0.6571714282035828,30.0,0.0,0.0
2,50,20.736547470092773,0.5756633877754211,30.0,0.0,0.0
