seed,num_episodes,reward_mean,reward_std,length_mean,length_std,crash_rate
0,50,19.742618560791016,3.821502923965454,28.459999084472656,5.371070384979248,0.07999999821186066
1,50,19.943296432495117,3.78499698638916,28.700000762939453,5.277309894561768,0.05999999865889549
2,50,20.5404052734375,2.0918142795562744,29.440000534057617,2.8576912879943848,0.03999999910593033
